bloomberg_ticker,name_ticker,isin,figi,share_class_figi,composite_figi
034730 KS,SK HOLDINGS CO LTD,KR7034730002,BBG000C2JFR8,BBG001SCK8M6,BBG000C2JFR8
034830 KS,KOREA REAL ESTATE INVESTMENT & TRUST CO LTD,KR7034830000,BBG000BR2T92,BBG001S9NVP6,BBG000BR2T92
035000 KS,GIIR INC,KR7035000009,BBG000D99RR7,BBG001SD4KS9,BBG000D99RR7
035080 KS,INTERPARK HOLDINGS CORPORATION,KR7035080001,BBG000C1FL00,BBG001SD5N93,BBG000C1FL00
035250 KS,KANGWON LAND,KR7035250000,BBG000H44QB8,BBG001SHK729,BBG000H44QB8
035420 KS,NAVER CORPORATION,KR7035420009,BBG000PF9ZK9,BBG001SL9SX3,BBG000PF9ZK9
035600 KS,KGINICIS CO LTD,KR7035600006,BBG000PM6F03,BBG001SLGLL3,BBG000PM6F03
035720 KS,KAKAO CORP,KR7035720002,BBG000C3SL93,BBG001SDGVB0,BBG000C3SL93
035760 KS,CJ ENM CO LTD,KR7035760008,BBG000C43FR1,BBG001SDJ1G8,BBG000C43FR1
035810 KS,EASY BIO INC,KR7035810001,BBG000C43D96,BBG001SDJ1F9,BBG000C43D96
035900 KS,JYP ENTERTAINMENT CORPORATION,KR7035900000,BBG000BJRFH4,BBG001S8QPG8,BBG000BJRFH4
036000 KS,YEARIMDANG PUBLISHING CO LTD,KR7036000008,BBG000C4ZTW0,BBG001SDMSF6,BBG000C4ZTW0
036420 KS,JCONTENTREE CORP,KR7036420008,BBG000CGVC27,BBG001SF2FB5,BBG000CGVC27
036460 KS,KOREA GAS CORPORATION,KR7036460004,BBG000C4WJ73,BBG001SDLPK7,BBG000C4WJ73
036490 KS,SK MATERIALS CO LTD,KR7036490001,BBG000C4QTT4,BBG001SDLLC5,BBG000C4QTT4
036530 KS,SNT HOLDINGS CO LTD,KR7036530004,BBG000CF6M34,BBG001SDZWL6,BBG000CF6M34
036550 KS,,,BBG000BFH9F9,BBG001S7FZK5,BBG000BFH9F9
036570 KS,NCSOFT CORP,KR7036570000,BBG000BZZ983,BBG001SFMH65,BBG000BZZ983
036710 KS,SIMMTECH HOLDINGS CO LTD,KR7036710002,BBG000BMW1V6,BBG001SBZC43,BBG000BMW1V6
036830 KS,SOULBRAIN CO LTD,KR7036830008,BBG000C77994,BBG001SDRKY7,BBG000C77994
036890 KS,JINSUNG TEC,KR7036890002,BBG000BBRLG9,BBG001S65C65,BBG000BBRLG9
036930 KS,JUSUNG ENGINEERING CO LTD,KR7036930006,BBG000C50FQ2,BBG001SDMYK7,BBG000C50FQ2
037150 KS,,,BBG000C508X0,BBG001SDMY36,BBG000C508X0
037560 KS,LG HELLOVISION CORP,KR7037560000,BBG000W29FK4,BBG001T5RP27,BBG000W29FK4
037620 KS,MIRAE ASSET SECURITIES CO LTD,,BBG000JK06K8,BBG001SJ5R46,BBG000JK06K8
038060 KS,LUMENS CO LTD,KR7038060000,BBG000PJ0WJ9,BBG001SR2MV2,BBG000PJ0WJ9
038400 KS,,,BBG000DDN4G5,BBG001SH47F3,BBG000DDN4G5
038500 KS,SAMPYO CEMENT CO LTD,,BBG000FNC589,BBG001SGX4Z8,BBG000FNC589
038540 KS,SANGSANGIN CO LTD,,BBG000C2VJ78,BBG001SFVLS2,BBG000C2VJ78
039030 KS,EO TECHNICS CO LTD,,BBG000BGHZB3,BBG001S9BHJ7,BBG000BGHZB3
039130 KS,HANA TOUR,KR7039130000,BBG000DRZNP9,BBG001SGJ7T4,BBG000DRZNP9
039490 KS,KIWOOM,KR7039490008,BBG000BB8H42,BBG001S5TTL7,BBG000BB8H42
039840 KS,DIO CORP,,BBG000BZ4SC0,BBG001SFKCX8,BBG000BZ4SC0
040910 KS,INNOVATION FOR CREATIVE DEVICES CO,KR7040910002,BBG001V3XZD8,BBG001YN3MM3,BBG001V3XZD8
041020 KS,INFRAWARE,KR7041020009,BBG000JDSHX6,BBG001SPG325,BBG000JDSHX6
041510 KS,SM ENTERTAINMENT CO LTD,,BBG000BTVGC0,BBG001SF7KV7,BBG000BTVGC0
041520 KS,ELITECOM,KR7041520008,BBG000C731S4,BBG001SF45G0,BBG000C731S4
041830 KS,INBODY CO LTD,,BBG000F001C6,BBG001SCYWY5,BBG000F001C6
042000 KS,CAFE24 CORP,,BBG00JLZD8S5,BBG00JLZD8X9,BBG00JLZD8S5
042100 KS,,,BBG000NH30Q4,BBG001SKS4B1,BBG000NH30Q4
042660 KS,DAEWOO SHIPBUILDING,KR7042660001,BBG000DCMWH5,BBG001SGX5M9,BBG000DCMWH5
042670 KS,HYUNDAI DOOSAN INFRACORE CO LTD,KR7042670000,BBG000DCMZ33,BBG001SGX5Q5,BBG000DCMZ33
042700 KS,HANMI SEMICON,KR7042700005,BBG000GRLPS3,BBG001SJNJC5,BBG000GRLPS3
043150 KS,VALUE ADDED TECHNOLOGY CO LTD,KR7043150002,BBG000Q1DG71,BBG001SRMKN3,BBG000Q1DG71
043370 KS,PYEONG HWA AUTOMOTIVE CO LTD,KR7043370006,BBG000L6VWD3,BBG001SJX3J2,BBG000L6VWD3
044490 KS,TAEWOONG CO LTD,KR7044490001,BBG000KWGL39,BBG001SDD0L0,BBG000KWGL39
044820 KS,COSMAX,KR7044820009,BBG000G4D0X2,BBG001SH3H08,BBG000G4D0X2
045710 KS,,,BBG000PLJ7H1,BBG001SR3WY6,BBG000PLJ7H1
046140 KS,SBS CONTENTS HUB COLTD,KR7046140000,BBG000PM97P1,BBG001SH9Z84,BBG000PM97P1
046440 KS,KGMOBILIANS COLTD,KR7046440004,BBG000HJP0N6,BBG001SHQD39,BBG000HJP0N6
046890 KS,SEOUL SEMICONDUCTOR CO LTD,KR7046890000,BBG000G6J855,BBG001SH44Z8,BBG000G6J855
047040 KS,DAEWOO ENGINEERING & CONSTRUCTION,KR7047040001,BBG000D5FF76,BBG001SG55Q6,BBG000D5FF76
047050 KS,POSCO INTERNATIONAL CORP,KR7047050000,BBG000D5DZR2,BBG001SHKJ50,BBG000D5DZR2
047310 KS,POWERLOGICS,KR7047310008,BBG000MVF036,BBG001SKJ5B8,BBG000MVF036
047810 KS,KOREA AEROSPACE INDUSTRIES,KR7047810007,BBG000BVP7L2,BBG001SF9RY7,BBG000BVP7L2
048260 KS,OSSTEM IMPLANT CO LTD,,BBG000P4T644,BBG001SQWXK9,BBG000P4T644
048870 KS,SYNERGY INNOVATION CO LTD,KR7048870000,BBG000Q7H738,BBG001SMC2Y3,BBG000Q7H738
049000 KS,,,BBG000F5Y9X8,BBG001SGQ2J8,BBG000F5Y9X8
049070 KS,INTOPS CO LTD,KR7049070006,BBG000LVCP53,BBG001SJ9WN0,BBG000LVCP53
049520 KS,UIL CO LTD,KR7049520000,BBG000K1JNX7,BBG001SJFHD7,BBG000K1JNX7
049770 KS,DONGWON F & B,KR7049770001,BBG000CQR927,BBG001SD8B69,BBG000CQR927
051310 KS,KYUNG NONG CORP,,BBG000PXQWN5,BBG001SRJCZ2,BBG000PXQWN5
051370 KS,INTERFLEX CO LTD,KR7051370005,BBG000MSJ5T0,BBG001SKFWP8,BBG000MSJ5T0
051500 KS,CJ FRESHWAY CORPORATION,KR7051500007,BBG000CM9HM6,BBG001SB1MK0,BBG000CM9HM6
051600 KS,KEPCO PLANT S&,KR7051600005,BBG000MJH399,BBG001SKDQ55,BBG000MJH399
051710 KS,,,BBG000PXT9X2,BBG001SLX9L1,BBG000PXT9X2
051900 KS,LG HOUSEHOLD & HEALTHCARE,KR7051900009,BBG000BB23H5,BBG001S5QFN8,BBG000BB23H5
051910 KS,LG CHEMICALS,KR7051910008,BBG000HPD1L5,BBG001SHSGD9,BBG000HPD1L5
052270 KS,WOOJEON CO LTD,,BBG000BW9PC8,BBG001SCMBX5,BBG000BW9PC8
052330 KS,KORTEK CORPORATION,KR7052330008,BBG000C488D7,BBG001S91D07,BBG000C488D7
052400 KS,KONA I CO LTD,KR7052400009,BBG000KV1569,BBG001SJR3N4,BBG000KV1569
052690 KS,KEPCO ENGINEERING & CONSTRUCTION,KR7052690005,BBG000PDFR52,BBG001T5M4F5,BBG000PDFR52
052710 KS,AMOTECH,KR7052710001,BBG000PVJGR8,BBG001SLTD00,BBG000PVJGR8
052770 KS,YD ONLINE CORP,,BBG000F3PTX9,BBG001SGP1D7,BBG000F3PTX9
052790 KS,ACTOZ SOFT CO LTD,KR7052790003,BBG000BBXGV6,BBG001S61PG9,BBG000BBXGV6
053030 KS,BINEX CO LTD,KR7053030003,BBG000C1YHL5,BBG001SDL889,BBG000C1YHL5
053210 KS,KT SKYLIFE,KR7053210001,BBG000H0NTL8,BBG001SHHRJ1,BBG000H0NTL8
053580 KS,WEBCASH CO LTD,,BBG002WJ3BW5,BBG002WJ3BX4,BBG002WJ3BW5
053660 KS,HYUNJIN MATERIALS,KR7053660007,BBG000BGDW88,BBG001S7SGD1,BBG000BGDW88
054620 KS,APS HOLDINGS CORPORATION,KR7054620000,BBG000BP7CD3,BBG001SB4H55,BBG000BP7CD3
054950 KS,JVM CO,KR7054950001,BBG000P7V1R0,BBG001SQYKQ9,BBG000P7V1R0
055550 KS,SHINHAN FINANCIAL GROUP,KR7055550008,BBG000K7N844,BBG001SBXGD6,BBG000K7N844
056190 KS,SFA ENGINEERING CORP,KR7056190002,BBG000L6W3J0,BBG001SF6DG1,BBG000L6W3J0
057030 KS,YBM NET INC,,BBG000PGJ327,BBG001SLBNH9,BBG000PGJ327
057050 KS,HYUNDAI HOME SHOPPING NETWORK CORP,KR7057050007,BBG000C3VY82,BBG001SV7XQ0,BBG000C3VY82
057880 KS,PHILOSYS HEALTHCARE CO LTD,KR7057880007,BBG000CRTKD6,BBG001SFQFF5,BBG000CRTKD6
058470 KS,LEENO INDUSTRIAL INC,KR7058470006,BBG000L56X78,BBG001SJW1S7,BBG000L56X78
060150 KS,INSUN ENVIRONMENT NEW TECHNOLOGY CO,KR7060150000,BBG000MZ7YV1,BBG001SKKQK0,BBG000MZ7YV1
060250 KS,NHN KCP CORP,KR7060250008,BBG000FMK6C5,BBG001SGWSK2,BBG000FMK6C5
060720 KS,KH VATEC,KR7060720000,BBG000MR2GL4,BBG001SKGVV2,BBG000MR2GL4
060980 KS,HALLA HOLDINGS CORP,KR7060980000,BBG000QRJQF7,BBG001T8J3T0,BBG000QRJQF7
061040 KS,RFTECH CO,KR7061040002,BBG000MN95D9,BBG001SKFYQ3,BBG000MN95D9
061970 KS,LB SEMICON CO LTD,KR7061970000,BBG001BCS6W9,BBG001TL58H8,BBG001BCS6W9
063080 KS,GAMEVIL INC,KR7063080006,BBG000N017M2,BBG001T50Y54,BBG000N017M2
063170 KS,SEOUL AUCTION CO LTD,KR7063170005,BBG000BV96L2,BBG001SSG640,BBG000BV96L2
063350 KS,,,,,
063570 KS,NICE EBANKING SERVICES CO,KR7063570006,BBG000L1ZS76,BBG001SPXWC1,BBG000L1ZS76
064350 KS,HYUNDAI ROTEM CO,KR7064350002,BBG000D20Z75,BBG001SFZKY3,BBG000D20Z75
064420 KS,,,BBG000BLFL70,BBG001S95G79,BBG000BLFL70
064760 KS,TOKAI CARBON KOREA,KR7064760002,BBG000PXW0F7,BBG001SLXF19,BBG000PXW0F7
064960 KS,SNT MOTIV CO LTD,KR7064960008,BBG000BL5SP6,BBG001S93DW0,BBG000BL5SP6
065510 KS,HUVITZ CO,KR7065510000,BBG000BYGLM4,BBG001SD2M34,BBG000BYGLM4
066270 KS,SK COMMUNICATIONS CO LTD,,BBG000BYGSC0,BBG001SBVCF5,BBG000BYGSC0
066350 KS,,,BBG000MSGZ53,BBG001SKHF28,BBG000MSGZ53
066570 KS,LG ELECTRONICS INC,KR7066570003,BBG000MND269,BBG001SKG0B2,BBG000MND269
066970 KS,L & F CO,KR7066970005,BBG000DQQD37,BBG001SGHJG4,BBG000DQQD37
067000 KS,JOYCITY CORPORATION,KR7067000000,BBG000BTT010,BBG001SS89G0,BBG000BTT010
067160 KS,AFREECATV CO LTD,KR7067160002,BBG000C20536,BBG001SDLDG9,BBG000C20536
067250 KS,KYUNG NONG CORP,,BBG000N1SZX7,BBG001SKLT50,BBG000N1SZX7
067280 KS,MULTICAMPUS CORPORATION,KR7067280008,BBG000Q55P80,BBG001SRRWY0,BBG000Q55P80
067310 KS,HANA MICRON INC,KR7067310003,BBG000H95434,BBG001SP4TM9,BBG000H95434
067390 KS,AEROSPACE TECHNOLOGY OF KOREA INC,KR7067390005,BBG002XWPZR4,BBG002XWPZS3,BBG002XWPZR4
067990 KS,DEUTSCH MOTORS INC,KR7067990002,BBG000QLMFR7,BBG001SN3ZJ5,BBG000QLMFR7
068270 KS,CELLTRION INC,KR7068270008,BBG000F7P1Y0,BBG001SNFZR3,BBG000F7P1Y0
068400 KS,SK RENT A CAR CO LTD,KR7068400001,BBG000WGW2D4,BBG001T93869,BBG000WGW2D4
068420 KS,,,BBG000C71PT2,BBG001SD8B50,BBG000C71PT2
068790 KS,DMS CO,KR7068790005,BBG000ML4MV1,BBG001SKF8K6,BBG000ML4MV1
068870 KS,LG LIFE SCIENCES LTD,,BBG000P0GBX3,BBG001S8MJQ5,BBG000P0GBX3
069080 KS,WEBZEN CO,KR7069080000,BBG000PMBY97,BBG001SLGVV0,BBG000PMBY97
069260 KS,HUCHEMS,KR7069260008,BBG000FN6F57,BBG001SGX2X4,BBG000FN6F57
069620 KS,DAEWOONG PHARMA,KR7069620003,BBG000C8L1R3,BBG001SF5V18,BBG000C8L1R3
069960 KS,HYUNDAI DEPARTMENT,KR7069960003,BBG000P250Y4,BBG001SGT0R0,BBG000P250Y4
071050 KS,KOREA INVESTMENT HOLDINGS CO,KR7071050009,BBG000PF9WM4,BBG001SL9ST8,BBG000PF9WM4
071320 KS,KOREA DISTRICT HEATING CORP,KR7071320006,BBG000SJVMC1,BBG001SX92S0,BBG000SJVMC1
071660 KS,,,BBG000D9VL04,BBG001SMHRG3,BBG000D9VL04
071840 KS,LOTTE HIMART,KR7071840003,BBG000BTYB92,BBG001SC90G3,BBG000BTYB92
072870 KS,MEGASTUDY,KR7072870009,BBG000QNVRB4,BBG001SN9BD8,BBG000QNVRB4
073240 KS,KUMHO TIRE,KR7073240004,BBG000QMT0X4,BBG001SN6SH0,BBG000QMT0X4
073490 KS,INNOWIRELESS CO LTD,KR7073490005,BBG000QP0GJ9,BBG001SN9XL1,BBG000QP0GJ9
073710 KS,,,BBG000DWRQQ9,BBG001SKHV05,BBG000DWRQQ9
074000 KS,,,BBG000CRTM60,BBG001SFQFK9,BBG000CRTM60
074600 KS,WONIK QNC CORPORATION,KR7074600008,BBG000PZWR90,BBG001SLZV85,BBG000PZWR90
075580 KS,SEJIN HEAVY INDUSTRIES CO LTD,KR7075580001,BBG001BNZQL5,BBG001TR7MP3,BBG001BNZQL5
077360 KS,DUKSAN HIMETAL CO LTD,KR7077360006,BBG000CY7G17,BBG001SM8GY7,BBG000CY7G17
077970 KS,STX ENGINE,KR7077970002,BBG000FNTBK4,BBG001SGXD15,BBG000FNTBK4
078340 KS,COM2US CORPORATION,KR7078340007,BBG000Q3TYF2,BBG001SRQ650,BBG000Q3TYF2
078520 KS,ABLE C&C,KR7078520004,BBG000QP0LG1,BBG001SN9XR5,BBG000QP0LG1
078600 KS,DAEJOO ELECTRONIC MATERIALS CO LTD,KR7078600004,BBG000QNGNZ4,BBG001SN8Q46,BBG000QNGNZ4
078930 KS,GS HOLDINGS,KR7078930005,BBG000P3K9R4,BBG001SBGXX6,BBG000P3K9R4
079160 KS,CJ CGV,KR7079160008,BBG000QNVSK2,BBG001SN9BF6,BBG000QNVSK2
079430 KS,HYUNDAI LIVART FURNITURE CO LTD,KR7079430005,BBG000JQ9YH9,BBG001SPKQY4,BBG000JQ9YH9
079440 KS,ORANGE LIFE INSURANCE LTD,,BBG000HW8LR6,BBG001T009P8,BBG000HW8LR6
079550 KS,LIG NEX1 CO LTD,KR7079550000,BBG0015X4SY6,BBG001TC92D1,BBG0015X4SY6
079950 KS,INVENIA COLTD,KR7079950002,BBG000QNX566,BBG001SN9DP1,BBG000QNX566
080160 KS,MODETOUR NETWORK INC,KR7080160005,BBG000HKQ837,BBG001S81VX3,BBG000HKQ837
081660 KS,FILA HOLDINGS CORP,KR7081660003,BBG000DH0P92,BBG001SGC016,BBG000DH0P92
082640 KS,TONGYANG LIFE,KR7082640004,BBG000QVX6Y5,BBG001SNWSF3,BBG000QVX6Y5
082740 KS,HSD ENGINE CO LTD,KR7082740002,BBG000VNG382,BBG001T3MVY9,BBG000VNG382
084010 KS,DAEHAN STEEL,KR7084010008,BBG000DDK325,BBG001SMJY03,BBG000DDK325
084370 KS,EUGENE TECHNOLOGY CO,KR7084370006,BBG000GDGRM2,BBG001SNWXY1,BBG000GDGRM2
084850 KS,ITM SEMICONDUCTOR CO LTD,,BBG000BT7MY0,BBG001SHLKM7,BBG000BT7MY0
084870 KS,TBH GLOBAL CO LTD,KR7084870005,BBG000PRFFT1,BBG001SJXVT9,BBG000PRFFT1
085370 KS,LUTRONIC CORPORATION,KR7085370005,BBG000PKP5P1,BBG001SR3959,BBG000PKP5P1
085620 KS,MIRAE ASSET LIFE INSURANCE CO LTD,KR7085620003,BBG0099QLDR2,BBG001T0M9W6,BBG0099QLDR2
086280 KS,HYUNDAI GLOVIS,KR7086280005,BBG000BQ1BK1,BBG001SB9SW6,BBG000BQ1BK1
086390 KS,UNITEST INC,KR7086390002,BBG000BJWP31,BBG001SCHVB1,BBG000BJWP31
086450 KS,DONGKOOK PHARMACEUTICAL CO LTD,KR7086450004,BBG000R6HMX3,BBG001ST6B66,BBG000R6HMX3
086520 KS,ECOPRO CO LTD,KR7086520004,BBG000Q4FVJ7,BBG001SRQV19,BBG000Q4FVJ7
086790 KS,HANA FINANCIAL,KR7086790003,BBG000J3FZK6,BBG001SPCR35,BBG000J3FZK6
086900 KS,MEDYTOX INC,KR7086900008,BBG000DQYQZ4,BBG001T1WGY5,BBG000DQYQZ4
086980 KS,SHOWBOX CORP,KR7086980000,BBG000NVQB66,BBG001SQRBD1,BBG000NVQB66
088350 KS,HANWHA LIFE,KR7088350004,BBG000D0FFJ4,BBG001SFX9W2,BBG000D0FFJ4
088390 KS,INNOX CORP,KR7088390000,BBG000F7H8Q3,BBG001SNFWV5,BBG000F7H8Q3
088980 KS,MACQ KOR INFR,KR7088980008,BBG000BSRH80,BBG001SHJH74,BBG000BSRH80
089010 KS,CHEMTRONICS CO LTD,KR7089010003,BBG000QG7TB2,BBG001SS4RF5,BBG000QG7TB2
089030 KS,TECHWING INC,KR7089030001,BBG001YH0HD0,BBG001YH0HF8,BBG001YH0HD0
089480 KS,,,BBG000MF6QW2,BBG001SQBCS0,BBG000MF6QW2
089590 KS,JEJU AIR CO LTD,KR7089590004,BBG00B3GYJT6,BBG001T91549,BBG00B3GYJT6
089600 KS,NASMEDIA CO LTD,KR7089600001,BBG004PG1J05,BBG004PG1J50,BBG004PG1J05
089860 KS,LOTTE RENTAL CO LTD,KR7089860001,BBG000RD8Y08,BBG001SS2CX0,BBG000RD8Y08
090430 KS,AMOREPACIFIC,KR7090430000,BBG000M38MQ3,BBG001SB9P52,BBG000M38MQ3
090460 KS,BH CO LTD,KR7090460007,BBG000QGL065,BBG001SS56G9,BBG000QGL065
091120 KS,EMTECH CO LTD,KR7091120006,BBG000C11B70,BBG001SKKYT4,BBG000C11B70
091690 KS,,,BBG000NB1JR7,BBG001SQKKV8,BBG000NB1JR7
091700 KS,PARTRON CO LTD,KR7091700005,BBG000FHXMW5,BBG001SNL075,BBG000FHXMW5
091990 KS,CELLTRION HEALTH CARE CO LTD,KR7091990002,BBG0027SL6Q1,BBG0027SL6R0,BBG0027SL6Q1
092070 KS,DNF CO LTD,KR7092070002,BBG000THTM28,BBG001T06BB2,BBG000THTM28
092220 KS,KEC CORPORATION,KR7092220003,BBG000LR5750,BBG001SQ47P2,BBG000LR5750
092730 KS,NEOPHARM CO LTD,KR7092730001,BBG000QLSR59,BBG001SSBVD0,BBG000QLSR59
093050 KS,LF CORP,KR7093050003,BBG000Q1QJX2,BBG001SRMYD4,BBG000Q1QJX2
093370 KS,FOOSUNG,KR7093370005,BBG000FB3CX2,BBG001SNHN98,BBG000FB3CX2
094190 KS,ELK CORPORATION,KR7094190006,BBG000BYCT69,BBG001SJQP92,BBG000BYCT69
094840 KS,SUPREMA HQ INC,KR7094840006,BBG000BVJ3G4,BBG001SSHPR2,BBG000BVJ3G4
095340 KS,ISC CO LTD,KR7095340006,BBG000BPNY38,BBG001SFWSS6,BBG000BPNY38
095610 KS,TES CO LTD,KR7095610002,BBG000Q862P5,BBG001SRX386,BBG000Q862P5
095660 KS,NEOWIZ,KR7095660007,BBG000QY1380,BBG001SSTX01,BBG000QY1380
095720 KS,WOONGJIN THINKBIG CO LTD,KR7095720009,BBG000R1DRT2,BBG001SSYXP8,BBG000R1DRT2
096530 KS,SEEGENE INC,KR7096530001,BBG0014G4BH0,BBG001T9N028,BBG0014G4BH0
096640 KS,MELFAS INC,KR7096640008,BBG000PV00G5,BBG001T60JD6,BBG000PV00G5
096770 KS,SK INNOVATION,KR7096770003,BBG000R4Y4D1,BBG001ST46B3,BBG000R4Y4D1
097230 KS,HJ SHIPBUILDING & CONSTRUCTION CO LTD,KR7097230007,BBG000RTQ5M2,BBG001SV8WR0,BBG000RTQ5M2
097520 KS,MCNEX CO LTD,KR7097520001,BBG002PC1TC3,BBG002PC1TD2,BBG002PC1TC3
097950 KS,CJ CHEILJEDANG,KR7097950000,BBG000RSMDH7,BBG001SV6WB9,BBG000RSMDH7
098460 KS,KOH YOUNG TECHNOLOGY INC,KR7098460009,BBG000VGNPP1,BBG001T2DFY6,BBG000VGNPP1
099190 KS,ISENS USA INC,KR7099190001,BBG002PC1679,BBG002PC1688,BBG002PC1679
099220 KS,SDN COMPANY LTD,KR7099220006,BBG000BSWBT4,BBG001SRYQ20,BBG000BSWBT4
099430 KS,BIOPLUS CO LTD,,BBG0125CXPF4,BBG0125CXPK8,BBG0125CXPF4
1 HK,CK HUTCHISON HOLDINGS LIMITED,,BBG0087DLDQ6,BBG0087DLDP7,BBG0087DLDN9
10 HK,HANG LUNG GROUP LTD,HK0010000088,BBG000BDWB08,BBG001S6HTV7,BBG000BDW9P6
100090 KS,SAMKANG M&T CO LTD,KR7100090000,BBG000GGFGL1,BBG001T2XN22,BBG000GGFGL1
100120 KS,VIEWORKS CO LTD,KR7100120005,BBG000C89R72,BBG001SYW9X1,BBG000C89R72
100130 KS,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,KR7100130004,BBG000VXT5T8,BBG001T59XT1,BBG000VXT5T8
101 HK,HANG LUNG PROPERTIES LTD,,BBG000BDTCX4,BBG001S6HKY3,BBG000BDTCK8
102 HK,SUMMIT ASCENT HOLDINGS LTD,,BBG000BDC3J8,BBG001S70WV6,BBG000BDC2T9
1023 HK,SITOY GROUP HOLDINGS LTD,KYG8190E1052,BBG0028VYWN5,BBG0028VYWP3,BBG0028VYWM6
102710 KS,ENF TECHNOLOGY CO LTD,KR7102710001,BBG000JTNYS5,BBG001T3RPR5,BBG000JTNYS5
102940 KS,KOLON LIFE SCIENCE INC,KR7102940004,BBG000CFXNT4,BBG001SZY136,BBG000CFXNT4
103130 KS,WOONGJIN ENERGY CO LTD,,BBG000BPFVH8,BBG001SFSFW4,BBG000BPFVH8
103140 KS,POONGSAN,KR7103140000,BBG000TFBMS3,BBG001T00XR3,BBG000TFBMS3
103150 KS,,,BBG000P2Y857,BBG001SQW2T8,BBG000P2Y857
103590 KS,ILJIN ELECTRIC CO,KR7103590006,BBG000CCW0N8,BBG001SLTSX1,BBG000CCW0N8
1038 HK,CK INFRASTRUCTURE HOLDINGS LTD,BMG2178K1009,BBG000H3CDH4,BBG001S956X2,BBG000H3CCS4
1044 HK,HENGAN INTL GROUP LTDH,KYG4402L1510,BBG000CJXNB5,BBG001SC7CN1,BBG000CJXML6
1045 HK,APT SATELLITE HOLDINGS LTD,BMG0438M1064,BBG000C46H94,BBG001S7X8C4,BBG000C46H49
104700 KS,KISCO CORP,KR7104700000,BBG000DHSMN3,BBG001T14883,BBG000DHSMN3
104830 KS,WONIK MATERIALS CO LTD,KR7104830005,BBG001NKRZX4,BBG001V14QW3,BBG001NKRZX4
1051 HK,GRESOURCES GROUP LTD,BMG4111M2019,BBG000BK93H8,BBG001S7XLS8,BBG000BK92B6
105560 KS,KB FINANCIAL GROUP,KR7105560007,BBG000BPHXR1,BBG001SQTD63,BBG000BPHXR1
105630 KS,HANSAE CO,KR7105630008,BBG000DSQMV2,BBG001T1Z1X6,BBG000DSQMV2
106240 KS,FINE TECHNIX CO LTD,KR7106240005,BBG000JL1LR5,BBG001T3NP17,BBG000JL1LR5
106760Q US,,,,,
1070 HK,TCL MULTIMEDIA TECHNOLOGY HOLDINGS LTD,KYG8701T1388,BBG000BVZFN1,BBG001SBBXF1,BBG000BVZCT2
108070 KS,,,BBG000KF5BR4,BBG001T3Z5H1,BBG000KF5BR4
1083 HK,TOWNGAS CHINA CO LTD,KYG8972T1067,BBG000HG7WR8,BBG001SDM3D3,BBG000HG7VB7
108320 KS,LX SEMICON CO LTD,KR7108320003,BBG000QV0403,BBG001T8M432,BBG000QV0403
108670 KS,LX HAUSYS LTD,KR7108670001,BBG000BFMWB6,BBG001SGH2H0,BBG000BFMWB6
108790 KS,INTERPARK CORPORATION,KR7108790007,BBG003PNL1T8,BBG003PNL1V5,BBG003PNL1T8
1093 HK,CSPC PHARMACEUTICAL GROUP LTD,HK1093012172,BBG000C3N3B5,BBG001S7QWD8,BBG000C3N1Z3
1097 HK,ICABLE COMMUNICATIONS LTD,HK1097008929,BBG000BC6DN0,BBG001S6CVL8,BBG000BC6D32
11 HK,HANG SENG BANK LTD,,BBG000BDWBR9,BBG001S6HTW6,BBG000BDWB80
1101 TT,TAIWAN CEMENT CORP,TW0001101004,,,
1102 TT,ASIA CEMENT CORP,TW0001102002,,,
1103 TT,CHIA HSIN CEMENT CORP,TW0001103000,,,
1108Q US,,,BBG000BFL394,BBG001S72KV0,BBG000BFL394
1109 HK,CHINA RESOURCES LAND LTD,KYG2108Y1052,BBG000HPNDX5,BBG001S9BFH3,BBG000HPNCZ5
1111 HK,CHONG HING BANK LIMITED,HK1111036765,BBG000D9Y6V0,BBG001S86L24,BBG000D9Y6H6
1113 HK,CK ASSET HOLDINGS LTD,KYG2177B1014,BBG007WDD4B5,BBG007WDD4C4,BBG007WDD498
1114 HK,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LIMITED,BMG1368B1028,BBG000BPMDN3,BBG001S9DT72,BBG000BPMDH0
111770 KS,YOUNGONE,KR7111770004,BBG000CKZZF9,BBG001T03KM3,BBG000CKZZF9
112040 KS,WEMADE CO LTD,KR7112040001,BBG000PWLTG7,BBG001T623J3,BBG000PWLTG7
1125 HK,LAI FUNG HOLDINGS LTD,KYG5342X1227,BBG000BL7841,BBG001S87H31,BBG000BL74F8
112610 KS,CS WIND CORP,KR7112610001,BBG000VDL8D1,BBG001T264K4,BBG000VDL8D1
1128 HK,WYNN MACAU LTD,KYG981491007,BBG000PF3781,BBG001T5MDN6,BBG000PF24J7
113 HK,DICKSON CONCEPTS INTERNATIONAL LTD,,BBG000BDVVX9,BBG001S6HRK3,BBG000BDVV41
1136 HK,TCC INTERNATIONAL HOLDINGS LTD,,BBG000BV5HY8,BBG001SB96K7,BBG000BV5H23
1137 HK,HONG KONG TELEVISION NETWORK LTD,HK0000065349,BBG000BJXQR2,BBG001S8S5B5,BBG000BJXQ29
114090 KS,GRAND KOREA LEISURE CO LTD,KR7114090004,BBG000PPGK13,BBG001T5TJY4,BBG000PPGK13
